Continent,ISO_code,Cname,ML1,ML3,ML2,ML4,ML5,final_score,rank
South America,BOL,Bolivia (Plurinational State of),0.07543243721453574,-0.02626610293434572,0.15138198607577283,0.5528144295373889,0.14383096404662507,0.8971937139399768,40
Asia,LAO,Lao People's Democratic Republic,0.9001478700301848,0.08847748949179723,-0.8602953977801152,0.3524581096517082,0.3786220005241596,0.8594100719177348,41
North America,SLV,El Salvador,0.011770723242381275,0.27689529524183987,0.0627779934132207,0.0618543529994776,0.32908703769669123,0.7423854025936107,42
Europe,FRA,France,-0.4676762783097058,-0.7420894800944834,2.026878728461841,0.5330923932165132,-0.7033089107603401,0.646896452513825,43
Asia,ARM,Armenia,-0.5517107263781889,-0.09847609386178807,1.7412979569959868,-0.48985384715911684,0.020750129826871584,0.6220074194237647,44
Africa,MOZ,Mozambique,0.4961800112756303,0.39938603227125713,-1.297906321717912,0.07794733275006827,0.9233853144921139,0.5989923690711575,45
Africa,SEN,Senegal,0.19057147145397654,0.1690352518989332,0.0971132466023631,-0.8311775288995744,0.8677452562422651,0.4932876972979635,46
Africa,"NAM",Namibia,0.24658057512612153,-0.05703812302427422,0.10752595172853537,-0.2759371406030522,0.4315829533926872,0.4527142166200177,47
Asia,LBN,Lebanon,0.1154216824202332,0.613004619797066,-0.14543202506728736,-0.34414615901265366,0.15599064728884304,0.3948387654262012,48
Europe,SRB,Serbia,-0.15547197353141484,-0.27586974634157035,0.3936140939032969,0.7547124172795523,-0.36066429871234595,0.35632049259751797,49
South America,COL,Colombia,-0.4599989730688576,0.538577298004782,-0.3241066831495642,0.656164129060413,-0.06375445746456024,0.34688131338221295,50
Africa,ZWE,Zimbabwe,0.05890368723696584,0.5084216850548681,-0.8579640579920151,-0.044271254556550343,0.6752007663722095,0.3402908261154779,51
Africa,GMB,Gambia,0.25859823515399666,0.6498703167660806,-0.8559530957266092,-0.7545408874279813,1.0077180048780425,0.3056925736435293,52
Asia,KHM,Cambodia,0.2504738196128968,0.2422908395291233,-0.44758970951916,-0.3779111724988794,0.6249130320960881,0.2921768092200687,53
North America,GTM,Guatemala,-0.030544836352932658,0.26461834625171626,-0.4772303209416607,0.17487178063949238,0.3491611527348181,0.28087612233143344,54
South America,ECU,Ecuador,0.05889013980948298,-0.16271777644408408,-0.42837902344074474,0.9599321489045857,-0.18312286230620706,0.24460262652303283,55
Europe,BLR,Belarus,-0.6762650965297239,-0.3386154404336764,1.812292710528461,-0.4493520715460532,-0.20192706221432724,0.14613303980468026,56
Africa,LSO,Lesotho,0.19144347636000303,0.24371594764205415,-0.2096589283218847,-0.9289602537086384,0.8005441894356241,0.09708443140715817,57
Africa,DZA,Algeria,0.04600301560055254,-0.048323600428353666,0.7041534957581511,-0.5780879373255631,-0.06589283783649624,0.057852135768290625,58
Europe,BGR,Bulgaria,-0.5313665807008854,-0.7931350818462695,1.4674847162542213,0.38505542750945404,-0.47728092936363586,0.05075755185288455,59
Africa,KEN,Kenya,0.14211483885209467,0.3930746801014824,-0.8933340519091076,-0.023735534165436906,0.41065042542649666,0.028770358305529098,60
Asia,KGZ,Kyrgyzstan,-0.4354681343307359,0.05166676035220927,0.07327765791123504,0.1592506385047487,0.1742069347088193,0.022933857146276354,61
Africa,LBY,Libya,0.16703814481667034,1.0383940913373024,-0.09753146429265255,-1.2422314094023221,0.13628677613004145,0.0019561385890396465,62
Africa,MWI,Malawi,0.8432647617507341,0.1700580932238215,-1.218463835144426,-0.4159511169759316,0.6183312348206425,-0.0027608623251593745,63
Asia,NPL,Nepal,0.010558387947919742,0.18926068496087936,-1.2784094095999252,0.6219020054938622,0.3453212703924299,-0.11136706080483405,64
Europe,HRV,Croatia,-0.35733400964366446,-0.5657841642906816,0.752385606990581,0.6108943219799063,-0.5516690841890997,-0.11150732915295836,65
Asia,BTN,Bhutan,-0.03928659092748931,-0.37904186665730544,1.0726557979736646,-0.9493755601675482,0.1713416248378952,-0.12370659494078315,66
Africa,GNB,Guinea-Bissau,0.9434238082862564,0.6449673865045974,-1.1092680884355461,-1.4664783794744136,0.8318475139923724,-0.15550775912673354,67
Africa,RWA,Rwanda,-0.20631865364419805,0.8315590295649852,-1.1822188688867958,-0.25139446070198923,0.6426650024525357,-0.16570795121546222,68
Europe,ALB,Albania,-0.6016665818479952,-0.38044683942700097,0.556004085979809,0.6341202776082534,-0.40553825090757784,-0.19752730859451156,69
Europe,LVA,Latvia,-0.6856880314339386,-0.848106372714772,1.2966167274070348,0.7203420711122436,-0.7092252140611944,-0.22606081969062664,70
Africa,COM,Comoros,0.34232651797362124,0.4603186407092824,-0.7627979850229007,-1.0934671471926913,0.8213842335691355,-0.23223573996355307,71
Africa,EGY,Egypt,-0.4122494617226957,0.3776968759979797,0.09044859422096577,-0.5830573156570604,0.28579268893925835,-0.2413686182215523,72
Europe,ROU,Romania,-0.07996077988172172,-0.6888340359045908,0.6593792537503685,0.3719215496535454,-0.5056531091319577,-0.24314712151435625,73
North America,DOM,Dominican Republic,-0.16108416778048187,-0.03176573178848155,-0.5633938562528109,0.6204983721303483,-0.10987808110611005,-0.24562346479753608,74
Asia,AZE,Azerbaijan,-0.6884938912527888,0.069441156719731,0.6187650414523741,-0.26056225738734023,-0.0425786367316863,-0.30342858719971033,75
Asia,KAZ,Kazakhstan,-0.7672395998771645,-0.46954684070298586,1.0519293533269887,0.15556061046673933,-0.38011813029453323,-0.40941460708095556,76
Asia,VNM,Viet Nam,-0.4959305367116385,-0.21652304330433647,-0.25723104600264757,0.7220345246931663,-0.166191025776893,-0.41384112710234927,77
South America,BRA,Brazil,-0.4004664880299182,-0.05665698923900299,-0.0367294837513953,0.17771513274024392,-0.12108664501320045,-0.43722447329327296,78
Europe,CYP,Cyprus,-0.48258248384657876,-0.5103970796474806,0.8382014112160333,0.25541100516660864,-0.5639243611529787,-0.46329150826439613,79
South America,PRY,Paraguay,-0.3594045551451797,-0.1851086828114065,-0.13157069839263694,0.1683742812822879,0.023669534970010016,-0.4840401200969252,80
Europe,MDA,Republic of Moldova,-0.39496487308505374,-0.20577761673463152,0.4204663259557251,-0.46439828438462716,0.14855043777638952,-0.4961240104721978,81
North America,USA,United States of America,-0.6471623461669549,-0.3527079768770984,0.27299658334555976,1.0910813368546437,-0.8835321399541142,-0.519324542797964,82
North America,HND,Honduras,-0.4390377463943813,0.16966107106462558,-0.8613416286440648,0.2667687339663379,0.2759036258026749,-0.5880459442048077,83
Europe,EST,Estonia,-0.6011519555532382,-0.7578958131551745,1.4640734545500464,-0.20911637857298787,-0.5463376092270398,-0.6504283019583941,84
Asia,GEO,Georgia,-0.5856841215067726,-0.217755255619284,0.32981501175071287,0.016494447171081648,-0.23862454021436194,-0.695754458418624,85
Asia,IDN,Indonesia,1.943830572597305,-0.1662258603051801,-0.8719975482830784,-0.9424016345435893,-0.6769807948761,-0.7137752654106426,86
South America,GUY,Guyana,-0.5943290784408735,-0.11709647740469481,0.3311115645377456,-0.6734375972346496,0.31329758325431134,-0.7404540052881609,87
North America,TTO,Trinidad and Tobago,-0.5142452866079871,-0.20617742926924593,0.14198770357919052,0.05538847014977738,-0.21935095561238363,-0.7423974977606487,88
Asia,JPN,Japan,-0.8131462266238321,-1.2037531520122597,1.524065493650995,0.6703549674586928,-0.9970520178093681,-0.8195309353357721,89
Asia,IRN,Iran (Islamic Republic of),-0.6379186041524884,-0.06322783625884149,0.08442128298436893,0.25283902679787407,-0.45770871411251,-0.8215948447415969,90
Africa,MUS,Mauritius,0.0531114711793538,-0.7401503261143096,0.9388635303115027,-0.6216957259170598,-0.4579322002266985,-0.8278032507672115,91
Africa,ZMB,Zambia,-0.37172245820285715,-0.18004983655914014,-0.12566852679589277,-0.6950032493773797,0.48344317395885394,-0.8890008969764159,92
Europe,LTU,Lithuania,-0.6425714618948676,-0.7293434610661169,1.2055423878167157,-0.23528026079689884,-0.5256253539330473,-0.9272781498742149,93
Europe,CHE,Switzerland,-0.7681109173298559,-1.2410862175365267,1.4957187728302181,0.6143020173133927,-1.0853562513386226,-0.984532596061394,94
Asia,KOR,Republic of Korea,-0.8247742378506875,-0.7643795788106769,1.1466432016279249,0.22879644669562788,-0.7818092108318583,-0.9955233791696699,95
Asia,TKM,Turkmenistan,-0.6984958838783746,0.020345998922946196,-0.789416983598825,0.586077264027389,-0.13415802719896752,-1.0156476317258318,96
Asia,BHR,Bahrain,-0.736626307803093,-0.13253704281288198,0.7928966054247617,-0.531065679740805,-0.43125265340183416,-1.0385850783338526,97
Europe,ITA,Italy,-0.5728082497640047,-0.7267193227281756,0.3213323331974375,0.732945183529741,-0.8125815804973264,-1.0578316362623281,98
Africa,LBR,Liberia,1.4663220504922145,0.38741375168285447,-1.7228329356132694,-1.6115916176619336,0.4215321702415891,-1.059156580858545,99
South America,CHL,Chile,-0.5837803873398674,-0.8004753286169066,0.14160377266964694,0.9184115043588743,-0.7411536567424242,-1.0653940956706767,100
South America,ARG,Argentina,-0.40721461596259567,-0.4133596210632001,-0.37793506538271265,0.6074464545801929,-0.5008458615531642,-1.0919087093814799,101
Asia,TUR,Turkey,-0.19005646642777427,0.37311647701988887,-0.5136069689459537,-0.34106488654979866,-0.42156269214784614,-1.093174537051484,102
Asia,IND,India,0.8358357703558531,0.44827871341623826,-1.6614496207564828,-0.4278844134056438,-0.2886551747657503,-1.0938747251557857,103
North America,JAM,Jamaica,-0.5485826823927817,-0.12459016343431624,-0.358616163117741,0.0043131130005207635,-0.0788297519583259,-1.106305647902644,104
Africa,GHA,Ghana,-0.2965072573106297,-0.1329487396928237,-0.786634266522471,-0.2652956341728339,0.35438788409590255,-1.126998013602856,105
South America,VEN,Venezuela (Bolivarian Republic of),-0.6548190156767124,0.3626191960901928,-0.5594807890496418,-0.3347483111645291,0.006545556108690231,-1.1798833636920003,106
Asia,BGD,Bangladesh,-0.40324159616730626,0.022402376490595503,-1.4837380699541007,0.5342168757312603,0.120460032252296,-1.2099003816472553,107
Asia,CHN,China,-0.30788889577942447,-0.12386639368532906,-0.29516963194093043,-0.03599567242396183,-0.46125610515869714,-1.224176698988343,108
Asia,MNG,Mongolia,-0.7165337204966339,-0.46942871133839176,0.41802895492727077,-0.32379729152920056,-0.1448788213640671,-1.2366095898010225,109
Europe,BEL,Belgium,-0.7985125452469017,-1.0625016978712036,1.1990210823539977,0.324951444895917,-0.9447677386478603,-1.281809454516051,110
Asia,ISR,Israel,-0.9156546825013011,0.10982272600437837,0.3083754703882235,-0.2997925903384774,-0.4963463167123301,-1.2935953931595068,111
Asia,TJK,Tajikistan,-0.5822234370600365,0.16995907672942737,-0.8652255623029386,-0.28536699921279723,0.2578556123164532,-1.3050013095298918,112
Europe,NLD,Netherlands,-0.6992436638244126,-1.026035094872334,1.02179946260403,0.26295008037126294,-0.9322136385834554,-1.372742854304909,113
Asia,LKA,Sri Lanka,-0.5912269729231582,-0.21448973914822883,-0.7840517613799259,0.7793134940526643,-0.5916618836618522,-1.402116863060501,114
North America,NIC,Nicaragua,-0.642079212309886,-0.11354798997543304,-1.0941332439842013,0.40807278481375125,0.0011768168933871254,-1.4405108445623818,115
Africa,BWA,Botswana,-0.574837845883024,-0.5783936525452832,-0.13263490586079302,0.05150641936882505,-0.21410246537576938,-1.4484624502960446,116
Asia,JOR,Jordan,-0.4410859777692573,-0.09312071244426838,-0.4626716819593564,-0.42360001998867525,-0.04443234847388912,-1.4649107406354462,117
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,-0.6624193789119551,-0.72718232037889,0.46587520074433525,0.2951728619212082,-0.8427076535538304,-1.471261290179132,118
South America,URY,Uruguay,-0.6741412839431782,-0.6290506773169515,0.4955950396824244,-0.3372113785098222,-0.34674259158207976,-1.4915508916696072,119
Europe,POL,Poland,-0.6701304254404997,-0.746485142367139,-0.11899833232750133,0.8043345317453978,-0.7990854481988575,-1.5303648165886,120
Africa,TUN,Tunisia,-0.48643465850622264,-0.2969689641450457,-0.22168498458954222,-0.2669079212258493,-0.271603482684378,-1.543600011151038,121
Africa,MAR,Morocco,-0.5313661601164652,-0.13920322161238952,-0.28140679466744245,-0.7310961507025959,0.13280305812211682,-1.550269268976776,122
Europe,ISL,Iceland,-0.6555349358483556,-1.4239554800056746,1.5326293611461843,-0.012919200093936045,-0.9926416747109852,-1.5524219295127673,123
Asia,THA,Thailand,-0.6356299596107767,-0.04500046577655065,-1.1052610440740542,0.6385247876658144,-0.4457143803747937,-1.593081062170361,124
Africa,TZA,United Republic of Tanzania,-0.3318747080134753,-0.011775197269128679,-1.2253177308651988,-0.5070323017168739,0.47233859352385593,-1.6036613443408205,125
North America,CAN,Canada,-0.5820411937541337,-1.1136167705797413,0.33387350399577753,0.8281787779194287,-1.0716021742417747,-1.6052078566604435,126
Europe,SVN,Slovenia,-0.6649746179057475,-1.1094874314721106,0.71586426561638306,0.3404433356691468,-0.8922059540254392,-1.6103604021177675,127
North America,CRI,Costa Rica,-0.6738875111059509,-0.6093656319789722,-0.5076434611348508,0.7149148882747799,-0.5566921002224596,-1.6326738161674537,128
Europe,GRC,Greece,-0.7939741912294419,-0.4941071778116074,-0.26312308000640344,0.6842862452032562,-0.7963078540583116,-1.663226057902508,129
Asia,SAU,Saudi Arabia,-0.46411310044365384,-0.0013733487614709383,-0.4270024619698745,-0.1695617165492568,-0.6235645554393183,-1.6856151831635744,130
Europe,SVK,Slovakia,-0.7442871278744135,-0.8257110556020919,0.18313816483270998,0.41548086948080704,-0.7637487766356157,-1.7351279257986043,131
Europe,DEU,Germany,-0.8907716369269553,-1.1115557226045598,0.6691256673701088,0.7052200483453905,-1.1320668436064525,-1.760048487422468,132
Europe,IRL,Ireland,-0.6842624303486181,-1.1174863682611773,0.44445304585489254,0.6540190840744032,-1.0883815335479166,-1.7916582022284162,133
Asia,UZB,Uzbekistan,-0.7228977710517113,-0.05590260325058864,-0.6323087985849395,-0.5347135007335667,0.04913528316615748,-1.8966873904546484,134
Australia,NZL,New Zealand,-0.6981026142335857,-1.2504802607073884,0.5305004856427893,0.5584434814490865,-1.0493704051573851,-1.9090093130064834,135
North America,PAN,Panama,-0.7724679623111949,-0.48895833057454013,-0.41041567639774473,0.1580686683461131,-0.4374515824762301,-1.9512248834135966,136
Asia,QAT,Qatar,-0.7704051214619128,-0.8212312007565852,0.6873686434223357,-0.41956712413656994,-0.6828199843298426,-2.0066547872625744,137
Europe,FIN,Finland,-0.7542960716629165,-0.9874634399772955,0.6319352829190902,-0.08042787502699814,-0.8633773314450043,-2.053629435193124,138
Europe,SWE,Sweden,-0.8910465181130951,-1.0534913794824807,0.8352225073848234,-0.03534765654596392,-0.9404713372591205,-2.085134384015837,139
Asia,MYS,Malaysia,-0.22892951817225773,-0.6488394748258944,-0.7605705179740749,0.2111698034404185,-0.7319665867295039,-2.1591362942613124,140
Europe,ESP,Spain,-0.893807185013353,-0.9338329008309594,0.001256338591350055,0.5824835363460371,-0.9455292466520441,-2.189429457558969,141
Asia,OMN,Oman,-0.6772672477732546,-0.424116947735932,-0.36413293078304104,-0.1505280414646466,-0.5950616791839966,-2.211106846940871,142
Australia,AUS,Australia,-0.8304870378560317,-1.120573804909437,-0.11687846641264213,1.0423652687229243,-1.2229331484220527,-2.248507188877239,143
Europe,PRT,Portugal,-0.836755375853745,-1.1545462577810164,-0.3209824595731705,1.01919386521499,-0.9764462492600033,-2.2695364772529456,144
Europe,DNK,Denmark,-0.8967451419937975,-1.2082116076228568,0.787323860122826,-0.10997301059125884,-0.9756962085294211,-2.403302108614508,145
Asia,ARE,United Arab Emirates,-0.8308217577240505,-0.5166970009580225,-0.049941180787669404,-0.3801223279609888,-0.6273518242971734,-2.404934091727905,146
Asia,SGP,Singapore,-0.8195706229736124,-0.9808853638718016,0.37140282651537637,-0.07622195590722203,-0.9250842798708512,-2.430359396108111,147
Asia,KWT,Kuwait,-0.6241807111609358,-0.43871867889402316,-0.29769612778816035,-0.5973455787844508,-0.47451572620388754,-2.4324568228314574,148
Europe,HUN,Hungary,-0.8769778794156557,-0.8991984952135608,0.06426397182663077,-0.06972321019182381,-0.6653359222586088,-2.4469715352530184,149
Europe,NOR,Norway,-0.8989482055337907,-1.0711173041923692,0.11632736629797473,0.3460989095297989,-1.1140771381291794,-2.621716372027566,150
